"name","category","prices/lowestPrice","prices/prices/0/availability","prices/prices/0/buyLink","prices/prices/0/currency","prices/prices/0/merchant","prices/prices/0/price","prices/prices/1/availability","prices/prices/1/buyLink","prices/prices/1/currency","prices/prices/1/merchant","prices/prices/1/price","prices/prices/2/availability","prices/prices/2/buyLink","prices/prices/2/currency","prices/prices/2/merchant","prices/prices/2/price","ratings/averageRating","ratings/numberOfRatings","ratings/percentages/1*","ratings/percentages/2*","ratings/percentages/3*","ratings/percentages/4*","ratings/percentages/5*","specifications/CAS Latency","specifications/Color","specifications/ECC / Registered","specifications/First Word Latency","specifications/Form Factor","specifications/Heat Spreader","specifications/Manufacturer","specifications/Model","specifications/Modules","specifications/Part #","specifications/Part #/0","specifications/Part #/1","specifications/Price / GB","specifications/Speed","specifications/Timing","specifications/Voltage","reviews","url"
"Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory","Memory","499.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl30-memory-black%2Fp%2FN82E16820242864%3Fitem%3DN82E16820242864","$","newegg","499.9",,,,,,,,,,,"4.7","7","0%","0%","0%","29%","71%","30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF560C30BBEK2-64",,,"$7.812","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64"
"Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-6000 CL36 Memory","Memory",,,,,,,,,,,,,,,,,"3.5","4","0%","0%","50%","50%","0%","36","Black / Silver","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF560C36BBEK2-16",,,,"DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/pVn9TW/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbek2-16"
"Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-6000 CL36 Memory","Memory","610.6","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F42658-64gb-kingston-technology-fury-beast-ddr5-6000mhz-cl36-dual-memory-kit-2-x-32gb.html","$","memoryc","610.6","Available soon","https://www.amazon.com/dp/B0BRTHYGZF?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","629.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl36-memory-black%2Fp%2FN82E16820242770%3Fitem%3DN82E16820242770","$","newegg","629.9","5","2","0%","0%","0%","0%","100%","36","Black / Silver","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF560C36BBEK2-64",,,"$9.542","DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/8r6NnQ/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-kf560c36bbek2-64"
"Kingston FURY 32 GB (1 x 32 GB) DDR5-5600 CL40 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"40","White","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 32GB","KF556C40BWA-32",,,,"DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/Q9cgXL/kingston-fury-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwa-32"
"Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36 Memory","Memory",,,,,,,,,,,,,,,,,"5","6","0%","0%","0%","0%","100%","36","Black","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF560C36BBEAK2-16",,,,"DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16"
"Kingston FURY Beast 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory","Memory","438.9","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F36551-64gb-kingston-technology-fury-beast-3200mhz-ddr4-dual-memory-kit-2-x-32gb.html","$","memoryc","438.9","In stock","https://www.amazon.com/dp/B097K4DBDF?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","441.4",,,,,,"5","1","0%","0%","0%","0%","100%","16","Black / Silver","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 32GB","KF432C16BBK2/64",,,"$6.858","DDR4-3200",,"1.35 V",,"https://pcpartpicker.com/product/xkRYcf/kingston-fury-beast-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-kf432c16bbk264"
"Kingston FURY Beast 16 GB (1 x 16 GB) DDR5-5600 CL40 Memory","Memory","109.9","In stock","https://www.amazon.com/dp/B09N5WSSQD?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","109.9","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F38686-16gb-kingston-technology-fury-beast-ddr5-5600mhz-memory-module-1x16gb.html","$","memoryc","208.3",,,,,,,,,,,,,"40","Black","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF556C40BB-16",,,"$6.874","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/HCxRsY/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bb-16"
"Kingston FURY Beast 16 GB (1 x 16 GB) DDR5-6000 CL30 Memory","Memory",,,,,,,,,,,,,,,,,"4.5","2","0%","0%","0%","50%","50%","30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF560C30BB-16",,,,"DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/ssGhP6/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bb-16"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory","Memory",,,,,,,,,,,,,,,,,"4.8","12","0%","0%","0%","25%","75%","36","Black","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF560C36BBEAK2-32",,,,"DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/F6Tp99/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-32"
"Kingston FURY Renegade 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"16","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 8GB","KF432C16RBK2/16",,,,"DDR4-3200",,"1.35 V",,"https://pcpartpicker.com/product/TdQcCJ/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16rbk216"
"Kingston FURY Beast RGB 16 GB (1 x 16 GB) DDR5-5600 CL36 Memory","Memory","199.8","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F41902-16gb-kingston-technology-fury-beast-rgb-ddr5-5600ghz-cl36-memory-module-1-x-16gb.html","$","memoryc","199.8",,,,,,,,,,,,,,,,,,"36","Black","Non-ECC / Unbuffered","12.857 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF556C36BBEA-16",,,"$12.489","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/bbqPxr/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-5600-cl36-memory-kf556c36bbea-16"
"Kingston FURY Renegade 16 GB (1 x 16 GB) DDR5-7200 CL38 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"38","Silver / Black","Non-ECC / Unbuffered","10.556 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF572C38RS-16",,,,"DDR5-7200",,"1.45 V",,"https://pcpartpicker.com/product/KDC48d/kingston-fury-renegade-16-gb-1-x-16-gb-ddr5-7200-cl38-memory-kf572c38rs-16"
"Kingston FURY 64 GB (4 x 16 GB) DDR5-5600 CL40 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"40","White","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"4 x 16GB","KF556C40BWAK4-64",,,,"DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/gmDQzy/kingston-fury-64-gb-4-x-16-gb-ddr5-5600-cl40-memory-kf556c40bwak4-64"
"Kingston FURY Beast RGB 32 GB (1 x 32 GB) DDR5-6400 CL32 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"32","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 32GB","KF564C32BBEA-32",,,,"DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/zMBzK8/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbea-32"
"Kingston FURY 128 GB (4 x 32 GB) DDR5-5200 CL40 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"40","White","Non-ECC / Unbuffered","15.385 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"4 x 32GB","KF552C40BWAK4-128",,,,"DDR5-5200",,"1.25 V",,"https://pcpartpicker.com/product/7BLdnQ/kingston-fury-128-gb-4-x-32-gb-ddr5-5200-cl40-memory-kf552c40bwak4-128"
"Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2133 CL14 Memory","Memory",,,,,,,,,,,,,,,,,"4.8","68","0%","0%","2%","16%","82%","14","Black / White","Non-ECC / Unbuffered","13.127 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 8GB","HX421C14FBK2/16",,,,"DDR4-2133",,"1.2 V",,"https://pcpartpicker.com/product/xhM323/kingston-memory-hx421c14fbk216"
"Kingston FURY Renegade 96 GB (2 x 48 GB) DDR5-6000 CL32 Memory","Memory","629.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-renegade-96gb-ddr5-6000-cas-latency-cl32-memory-silver-black%2Fp%2FN82E16820242826%3Fitem%3DN82E16820242826","$","newegg","629.9","In stock","https://www.amazon.com/dp/B0CJC8HS5C?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","709.9",,,,,,"5","1","0%","0%","0%","0%","100%","32","Silver / Black","Non-ECC / Unbuffered","10.667 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 48GB","KF560C32RSK2-96",,,"$7.396","DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/yHMMnQ/kingston-fury-renegade-96-gb-2-x-48-gb-ddr5-6000-cl32-memory-kf560c32rsk2-96"
